BBDD_ID,PRICE,CONTRUCTION_DATE,NEIGHBORHOOD,PARKING_LOTS,AREA,ADMINISTRATION_PRICE,STRATUM,STORAGE_ROOM,BEDROOM,BATHROOM,HALF_BATHROOM,VIEW_TYPE,PARKING_LOT_TYPES,KITCHEN_FEATURES,BALCONIES,LIVING_ROOMS,DINNING_ROOMS,LAUNDRY_AREAS,SERVICE_ROOMS,DRESSING_ROOMS,SERVICE_BATHROOMS,STUDYING_ROOMS,GREEN_ZONES,GYM,POOL,TURCO,VISITOR_PARKING_LOTS,YARD,KIDS_PARK,BBQ,SOCIAL_ROOM,SPORTS_FIELD,SOLARIUM
333949,780000000,2016-01-01 5:00:00,La Candelaria,1,159,0,5,,3,2,,,Cubierto,Integral,1,1,1,1,1,,1,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
333968,1100000000,2001-01-01 5:00:00,El Tesoro,2,248,1030000,6,,6,6,,,Cubierto,Integral,1,2,,1,1,4,1,,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,NO
333982,630000000,2014-01-01 5:00:00,Santa María de los Ángeles,2,99,600000,6,,2,3,,,,Integral,1,1,1,1,,1,,,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
333996,240000000,2016-01-01 5:00:00,Calasanz,1,55,176000,4,,3,2,,,,Integral,1,1,1,1,,,,,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO
293462,990000000,2015-01-01 5:00:00,El Tesoro,3,157,550000,6,,3,5,,Ciudad,,Integral,1,1,,,1,,1,,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO
333590,1100000000,2018-01-01 5:00:00,Los Balsos,5,236,750000,6,,3,4,,,Cubierto,Integral,1,1,,1,,1,,,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,NO
294853,880000000,2012-01-01 5:00:00,El Tesoro,2,168,600000,6,,3,4,,,,,1,1,1,1,1,1,1,,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO
94693,520000000,2009-01-01 5:00:00,El Campestre,2,119,511000,6,1,3,2,,Ciudad,Cubierto,Integral,1,0,,TRUE,1,1,1,1,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO
333342,900000000,2001-01-01 5:00:00,El Tesoro,3,173,695000,6,1,3,5,,,Cubierto,,1,1,1,1,1,1,,,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO
334035,750000000,2016-01-01 5:00:00,Santa María de los Ángeles,2,131,568000,6,,3,3,,,,Integral,1,1,1,1,,1,,,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO
330448,490000000,1997-01-01 5:00:00,Alejandría,2,102,772000,6,,3,3,,,,Integral,,1,1,,1,,1,,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
330930,490000000,2015-01-01 5:00:00,San Lucas,1,74,0,6,,1,2,,,,"Equipada,Integral,Isla",,1,,,,1,,,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO
140052,190000000,2020-08-31 0:00:00,San Javier,1,67,270000,4,,3,2,,Exterior,Cubierto,Integral,0,1,,1,0,0,0,1,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,NO
332709,830000000,2018-01-01 5:00:00,Velódromo,2,170,250000,6,,4,5,,,Cubierto,Integral,1,1,1,1,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
331692,650000000,2015-01-01 5:00:00,La Aguacatala,2,108,496000,6,,2,2,,,Cubierto,"Equipada,Integral",1,,,1,,,,1,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO
333795,400000000,2018-01-01 5:00:00,Los Colores,2,76,198000,4,,2,2,,,,Integral,1,1,1,1,,1,,1,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO
334297,850000000,2010-01-01 5:00:00,Barrio Laureles,2,156,598000,5,,3,3,,,Cubierto,"Equipada,Integral",1,1,1,1,,,,,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO
334309,1250000000,1997-01-01 5:00:00,Florida Nueva,4,320,1200000,5,,5,6,,,Cubierto,Isla,1,1,1,1,1,1,1,,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
334604,635000000,2013-01-01 5:00:00,Santa María de los Ángeles,2,120,460000,6,,3,3,,,,Isla,1,1,,,1,,1,,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO
331220,315000000,2015-01-01 5:00:00,Santa Mónica,1,101,70000,4,,2,2,,,,Integral,1,1,1,1,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
333694,250000000,2018-01-01 5:00:00,Loma de los Bernal,1,41,160000,5,,1,1,,,,Integral,1,,,,,1,,1,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES
139418,500000000,2020-01-01 5:00:00,Lorena,1,110,200000,5,1,3,2,0,Exterior,Cubierto,"Integral,Abierta",1,0,,1,,1,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
334806,495000000,1991-01-01 5:00:00,Barrio Laureles,1,160,0,5,,3,2,,,,,,1,,1,1,1,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
334808,975410432,2016-01-01 5:00:00,Santa María de los Ángeles,1,14084,633780,6,,3,5,,,,,,1,1,,,1,,,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO
334810,714003584,2016-01-01 5:00:00,Santa María de los Ángeles,1,10231,460395,6,,3,4,,,,,,1,1,,,1,,,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO
334200,570000000,2010-01-01 5:00:00,Castropol,2,93,333000,6,1,3,3,,,,,1,,,1,,1,,,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO
335001,730000000,2002-01-01 5:00:00,Los Balsos,1,142,440000,6,1,3,3,,,,,1,1,1,,1,1,,,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO
335120,280000000,2012-01-01 5:00:00,Calasanz,1,54,155000,4,,3,2,,,Cubierto,Integral,,1,1,1,,,,,YES,NO,YES,NO,YES,NO,YES,NO,YES,YES,NO
140878,720000000,1990-01-01 5:00:00,La Tomatera,1,192,684,6,1,3,2,,Interior,Cubierto,Integral,,1,,1,,1,1,,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO
334063,1190000000,1992-01-01 5:00:00,Las Acacias,3,319.269989,955000,6,,3,4,,,Cubierto,"Equipada,Integral",1,1,1,,,,,,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO
334204,560000000,2017-01-01 5:00:00,El Campestre,1,80,470000,6,1,1,2,,,Cubierto,,1,,,1,,1,,,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO
335203,1300000000,1990-01-01 5:00:00,San Lucas,4,420,2200000,6,1,4,5,,,Cubierto,,1,,,1,1,1,,,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
335204,1920000000,2016-01-01 5:00:00,Los Balsos,3,240,760000,6,1,3,4,,,,,1,1,1,1,1,1,1,,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO
195848,210000000,2010-01-01 5:00:00,Las Acacias,1,41,,5,,1,1,,"Exterior,Interior",Cubierto,Integral,,1,,1,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
333655,460000000,2016-01-01 5:00:00,Calasanz,1,108,180000,5,,3,2,,,,,1,,1,1,,,,1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
333841,255000000,2010-01-01 5:00:00,Los Colores,0,58,150000,4,,3,2,,Exterior,,Sencilla,,,,1,,,,,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO
333842,830000000,2018-01-01 5:00:00,Velódromo,1,170,250000,6,1,4,5,,Exterior,Cubierto,Integral,1,,,1,,,,,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
333843,260000000,2010-01-01 5:00:00,Calasanz,1,58,,4,,3,2,,Exterior,Cubierto,,1,,,1,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
333849,370000000,2016-01-01 5:00:00,San Germán,1,82,330000,5,1,3,2,,Exterior,Cubierto,Integral,1,,,1,,1,,,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO
333861,700000000,1981-01-01 5:00:00,Santa María de los Ángeles,2,220,819000,6,,3,3,1,,Común,,1,1,1,1,1,,,,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
332917,470000000,1991-01-01 5:00:00,Barrio Laureles,2,171,80000,5,,3,3,,,,,1,,,,1,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
334340,250000000,2018-01-01 5:00:00,Rodeo Alto,1,55,0,3,1,3,2,,,Cubierto,,1,,,1,,,,,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO
334956,585000000,2018-01-01 5:00:00,Los Balsos,2,89,448000,5,,2,2,,,Cubierto,Integral,1,1,1,1,,,,,YES,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO
330154,460000000,2016-01-01 5:00:00,El Tesoro,2,67,239000,6,,2,2,,,,Equipada,1,,,1,,,,,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO
122689,1100000000,1991-01-01 5:00:00,Los Balsos,3,250,1200000,6,1,3,5,0,Exterior,Cubierto,"Integral,Cerrada",0,1,1,1,1,2,0,0,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO
139583,750000000,2017-01-01 5:00:00,Castropol,2,120,600000,5,1,3,3,,"Exterior,Ciudad",Cubierto,"Integral,Isla,Abierta",1,1,1,1,,1,,,NO,NO,YES,YES,YES,NO,YES,NO,YES,YES,NO
93681,255000000,2014-01-02 0:00:00,Calasanz,0,67,148000,3,,3,1,,Exterior,Cubierto,"Barra Americana,Integral",1,1,,TRUE,,,,,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO
294792,460000000,2005-01-01 5:00:00,Belén Centro,1,141.6000061,327000,5,,3,3,,,Cubierto,Integral,,1,1,,,1,,,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO
334599,430000000,2001-01-01 5:00:00,Belén Centro,1,140,0,3,,3,2,,,Cubierto,Integral,,1,1,1,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
333862,600000000,1994-01-01 5:00:00,Alejandría,1,148,380000,6,,3,2,1,,,,,,,,1,,1,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
436524,550000000,2000-01-01 5:00:00,El Campestre,2,132,535000,6,,3,4,1,,,,1,,,,,2,,1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
123743,650000000,1984-01-01 5:00:00,Los Gonzales,2,155,400000,6,1,3,3,,Exterior,Cubierto,Integral,,1,,1,1,1,,1,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO
294319,280000000,2011-01-01 5:00:00,Los Colores,1,58,155000,4,,3,2,,Exterior,Sencillo,Integral,1,,,1,,,,,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
299012,1250000000,2010-01-01 5:00:00,Las Lomas,2,155,628000,6,,2,3,,,,,,,,,1,,,,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
134363,325000000,2015-01-01 5:00:00,Barrio Colón,0,80,252000,6,,2,2,,Exterior,Cubierto,Integral,1,0,,1,0,0,0,0,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO
334801,295000000,2010-01-01 5:00:00,La Floresta,0,110,0,4,,3,3,,,,,,1,1,,,,,1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
335024,270000000,2012-01-01 5:00:00,Loma de los Bernal,1,60,192000,5,,3,2,,,,Integral,1,1,1,,,,,,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO
334619,690000000,2017-01-01 5:00:00,Castropol,2,124,589000,6,,3,3,,,Cubierto,"Equipada,Integral",1,,,,,,,,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,NO
330160,605000000,1986-01-01 5:00:00,Los Balsos,2,228,500000,5,,4,3,,Exterior,Sencillo,Integral,,1,1,,,1,1,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
103531,430000000,2015-10-19 5:00:00,Barrio Laureles,1,154,80000,5,1,4,3,,"Calle,Exterior",Cubierto,"Integral,Semi-Integral",1,1,,TRUE,0,0,0,0,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
334775,420000000,2000-01-01 5:00:00,Conquistadores,1,144,0,,,3,2,,,,Integral,,,,,1,,1,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
37879,780000000,1990-01-02 0:00:00,La Candelaria,2,204,895000,6,1,3,4,,,Cubierto,,,,,1,1,1,,,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
335201,730000000,1995-01-01 5:00:00,Castropol,2,140,630000,6,1,3,3,,,,,1,,,1,1,1,,1,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
436965,870000000,2001-01-01 5:00:00,Conquistadores,3,194,1070000,5,,3,4,,Ciudad,,"Integral,Abierta",1,1,1,1,1,1,1,1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
93745,390000000,1999-01-01 5:00:00,Los Colores,1,127,345000,5,,4,2,,,,"Cerrada,Integral",0,1,,TRUE,1,0,0,0,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO
333828,588000000,2016-01-01 5:00:00,Castropol,2,94,333000,6,1,3,2,,,Cubierto,,1,,,1,,1,,,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO
333690,399000000,2019-01-01 5:00:00,La Floresta,1,95,220000,4,,3,2,,,Cubierto,Integral,1,1,,1,,,,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
408686,550000000,2015-01-01 5:00:00,Barrio Laureles,1,77,,5,1,2,2,,,Cubierto,,1,,,1,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
475942,985000000,2018-01-01 5:00:00,Los Balsos,2,85,0,6,,2,2,,"Calle,Ciudad",,Integral,1,,,,,,,,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO
333614,695000000,1980-01-01 5:00:00,Las Acacias,2,152,400000,5,,3,3,,,,Integral,1,1,1,,,1,,1,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
334537,2187000064,2017-01-01 5:00:00,Los Balsos,4,264,879000,6,,3,4,,,Cubierto,"Equipada,Integral",1,1,1,,1,1,1,1,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,NO
389316,670000000,2018-01-01 5:00:00,Castropol,2,124,590000,6,,3,3,,,Cubierto,"Equipada,Integral,Isla",1,1,1,1,,1,,1,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO
265110,500000000,2020-01-01 5:00:00,Belén Centro,1,127,370000,5,,3,2,,,Cubierto,Integral,1,1,,1,,1,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
441079,340000000,2000-01-01 5:00:00,Calasanz,1,90,100000,5,,3,2,,,Cubierto,Integral,1,1,1,,,,,1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
440781,450000000,2010-01-01 5:00:00,Cuarta Brigada,1,85,260000,4,,2,2,,,Cubierto,Isla,1,1,1,1,,,,,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,NO
440268,185000000,2014-01-01 5:00:00,Universidad Medellín,0,54,40000,3,,2,1,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
97219,250000000,2019-12-05 5:00:00,Belén Centro,0,90,175000,3,,4,2,,Calle,,Integral,1,1,,TRUE,0,0,0,,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
440824,950000000,2018-01-01 5:00:00,La Candelaria,2,152,570000,6,,3,4,,,Cubierto,"Equipada,Integral,Isla",1,1,1,1,1,1,,1,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,NO
158259,880000000,1985-01-01 5:00:00,San Lucas,3,297,1347000,6,,4,4,0,,,,,1,1,,1,,,,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
344104,1250000000,1990-01-01 5:00:00,Santa María de los Ángeles,2,455,0,5,,4,4,,,,Equipada,1,1,1,1,1,1,,,YES,NO,YES,YES,YES,NO,YES,NO,NO,YES,NO
440373,440000000,2020-01-01 5:00:00,Las Esmeraldas,1,75,,5,1,3,2,,,Cubierto,,,1,,1,,1,,,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO
437191,1600000000,2019-01-01 5:00:00,Bomboná No. 2,3,272,1440000,6,,3,5,,,,Integral,1,1,1,,1,1,1,1,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,NO
389413,171000000,2019-01-01 5:00:00,Pajarito,1,53,110000,3,,3,2,,,Cubierto,Integral,1,,,,,,,,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO
437418,190000000,1997-01-01 5:00:00,Calasanz,0,55,,4,,3,1,,,,,1,,,1,,,,,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
332799,260000000,2011-01-01 5:00:00,Calasanz,1,58,,4,,2,2,,,Cubierto,,1,,,1,,,,,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
152874,270000000,2020-10-24 0:00:00,Calasanz,1,62,211000,4,1,2,2,,"Exterior,Interior",Cubierto,Integral,1,1,,1,0,0,0,,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO
218964,600000000,2019-01-01 5:00:00,Las Acacias,1,115,0,5,,3,2,,,,,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
167496,890000000,2000-01-01 5:00:00,El Tesoro,2,195,740000,6,1,3,5,,,,,1,1,1,1,1,1,,1,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO
436073,567000000,2013-01-01 5:00:00,Sector Central,1,96,294516,5,,4,2,,,,"Integral,Isla",1,1,1,1,,1,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO
384620,235000000,1998-01-01 5:00:00,Kennedy,1,102,0,3,,3,2,,,,Integral,,1,1,,,,,,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
164736,355000000,1990-01-01 5:00:00,Rosales,0,136,0,5,,3,3,,,,,1,1,,1,,,,1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
93845,485000000,1989-01-02 0:00:00,Las Acacias,2,126,620000,5,,3,2,,Exterior,"Cubierto,Lineal","Cerrada,Integral",1,1,,TRUE,1,1,1,0,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
171982,1100000000,2015-01-01 5:00:00,Alejandría,3,158,,6,1,3,5,,"Exterior,Interior",Cubierto,Integral,1,1,,1,,1,,,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO
121302,930000000,2020-06-08 0:00:00,Provenza,2,133.5,569000,6,1,3,4,,"Exterior,Ciudad",Cubierto,Integral,1,1,,1,1,0,1,0,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,NO
279968,220000000,2015-01-01 5:00:00,Calasanz,1,54,158000,4,,3,2,,,,Integral,1,,,,,,,,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO
237870,460000000,2016-01-01 5:00:00,Ciudad del Río,2,74,390000,6,1,1,2,,,,,1,,,1,,,,,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO
437183,350000000,2000-01-01 5:00:00,Bolivariana,1,69,288000,5,,2,2,,,Cubierto,Integral,1,1,1,1,,,,,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO
408477,175000000,2020-01-01 5:00:00,La Pilarica,1,50,120000,3,,2,2,,,Cubierto,,,1,1,,,,,,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
437416,340000000,2016-01-01 5:00:00,San Germán,1,61,170000,4,1,3,2,,,Cubierto,,1,1,1,1,,1,,,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO
133128,790000000,2020-07-30 5:00:00,El Campestre,0,262,1072000,6,1,4,5,,"Exterior,Interior",Cubierto,Integral,0,1,,1,1,4,0,,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO
143367,480000000,1989-01-01 5:00:00,Los Balsos,1,112,462000,6,1,3,3,,,Cubierto,,1,,,1,1,,,,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO
286157,350000000,2020-01-01 5:00:00,Alejandría,1,57,0,,,2,2,,,Cubierto,Integral,1,1,1,1,,1,,,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,NO
332283,210000000,2006-01-01 5:00:00,Barrio Buenos Aires,0,84,0,3,,3,2,,,,,,1,1,1,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
494390,790000000,1995-01-01 5:00:00,Los Balsos,2,165,512258,,,3,3,0,,"Cubierto,Paralelo",Integral,1,1,1,1,1,1,1,1,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,YES
121319,215000000,2010-01-01 5:00:00,San Miguel,1,63,230000,0,,3,2,,Exterior,Cubierto,Integral,1,1,,1,0,0,0,0,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
140888,340000000,2011-01-01 5:00:00,Los Colores,1,75,170000,4,,3,2,,Exterior,Cubierto,Integral,1,1,,1,,,,,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO
308126,810000000,1990-01-01 5:00:00,Las Lomas,2,180,524000,5,,3,3,,Interior,,Integral,1,1,1,1,,1,1,1,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
286738,275000000,2018-01-01 5:00:00,Loma de los Bernal,1,55,220000,5,1,1,1,,,Cubierto,,,,,,,1,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
438885,885000000,1995-01-01 5:00:00,La Tomatera,2,183,680000,6,1,3,3,,,,,,,,,,1,,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
203802,420000000,2020-01-01 5:00:00,Velódromo,1,88,135000,5,,2,3,,,Cubierto,,1,1,,1,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
323479,300000000,1995-01-01 5:00:00,Calasanz,1,72,210000,,,3,2,,,,Equipada,1,,,1,,,,,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO
113530,580000000,1998-01-01 5:00:00,Los Gonzales,2,154,661000,6,1,3,4,,Exterior,Cubierto,"Cerrada,Integral",2,1,,1,0,0,0,0,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO
23536,620000000,2009-01-01 5:00:00,Alejandría,2,90,455000,6,,1,2,,"Calle,Ciudad",,Semi-integral,,,,,,1,,,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES
323519,450000000,2008-01-01 5:00:00,La Candelaria,1,112.6699982,302000,5,,4,3,,,Cubierto,"Equipada,Integral",1,,,,,,,,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO
323529,450000000,2008-01-01 5:00:00,La Candelaria,1,112.6699982,302000,5,,3,2,,,Cubierto,"Equipada,Integral",1,,,,,,,,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO
323607,980000000,2016-01-01 5:00:00,Castropol,4,304,1500000,6,,3,4,,,,Integral,1,1,1,1,1,1,1,1,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
323765,330000000,2018-01-01 5:00:00,San Germán,1,66,270000,4,,3,2,,,,Integral,1,1,1,1,,,,,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
323768,485000000,2015-01-01 5:00:00,La Candelaria,1,108,0,4,,3,2,,,,Integral,1,1,1,1,,,,1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
323780,546000000,2019-01-01 5:00:00,La Candelaria,1,97,0,5,,3,2,,,,Integral,1,1,1,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
323795,500000000,2000-01-01 5:00:00,La Candelaria,1,95,0,5,,3,2,,,Cubierto,Integral,1,1,1,,,1,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
323797,360000000,2015-01-01 5:00:00,La Candelaria,1,78,378000,5,,3,2,,,,Integral,1,1,1,1,,1,,,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO
323801,320000000,2020-01-01 5:00:00,Loma de los Bernal,0,65.69999695,180000,4,,3,2,,,,Integral,1,,,,,,,,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO
323805,355000000,2000-01-01 5:00:00,La Candelaria,1,194,321000,4,,4,3,,,Cubierto,Integral,1,1,1,1,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
323807,380000000,2000-01-01 5:00:00,La Candelaria,0,141,0,2,,4,2,,,,,1,1,1,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
323810,360000000,2005-01-01 5:00:00,La Candelaria,1,65,180000,4,,3,2,,,Cubierto,Integral,1,1,1,1,,,,,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO
323819,410000000,2010-01-01 5:00:00,La Candelaria,1,120,106000,5,,3,3,,,Cubierto,Integral,1,1,1,,1,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
323833,235000000,2015-01-01 5:00:00,La Candelaria,1,56,175000,4,,3,2,,,,Integral,1,1,1,1,,,,,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO
323834,600000000,2016-01-01 5:00:00,La Candelaria,1,128,0,5,,3,2,,,Cubierto,"Integral,Isla",1,1,1,1,,1,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
323851,260000000,2000-01-01 5:00:00,San Javier,0,100,0,3,,3,2,,,,Integral,1,1,1,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
128410,440000000,1994-01-01 5:00:00,Los Gonzales,2,129,465100,5,,4,3,,Interior,Cubierto,Integral,1,1,1,1,1,1,1,,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO
333734,900000000,2008-01-01 5:00:00,Las Acacias,4,213,0,5,,4,4,,Ciudad,,Semi-integral,1,,,1,1,1,1,1,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,NO
290411,220000000,2001-01-01 5:00:00,Lorena,0,80,0,3,,3,1,,Exterior,Común,Integral,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
332466,1300000000,1986-01-01 5:00:00,La Tomatera,4,360,1070000000,6,,4,5,,Exterior,Cubierto,"Integral,Isla",1,2,1,1,1,1,1,,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO
245403,350000000,2005-01-01 5:00:00,Florida Nueva,1,76,196000,5,0,2,2,0,Interior,Cubierto,Integral,1,1,1,1,0,1,,,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO
140867,365000000,2020-01-01 5:00:00,Barrio Buenos Aires,0,127,0,3,,4,2,,"Calle,Exterior",,"Equipada,Integral,Isla",1,1,,1,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
137915,650000000,1992-01-01 5:00:00,Castropol,3,224,824000,6,1,3,5,,"Exterior,Jardines",Cubierto,"Integral,Cerrada",1,1,1,1,1,,,1,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
16706,980000000,1999-01-02 0:00:00,El Tesoro,3,234,830000,6,,3,5,,"Bosque,Exterior",Cubierto,"Cerrada,Integral",1,1,,TRUE,1,,1,,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO
335223,215000000,1990-01-01 5:00:00,Bolivariana,1,39,150000,4,,1,1,,,,,,1,1,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
